"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","potential_threat","rating","inside_site","outside_site","assessment_cycle"
"903062","julie","Completed","Assessment","Rainforests of the Atsinanana","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","Livelihood change","Data Deficient","0","1","2017"
"10902","tilman","Completed","Assessment","Wood Buffalo National Park","Climate Change and Severe Weather","Temperature extremes","Increased drying of wetland areas due to climate change as one example of systemic changes","High Threat","1","1","2017"
"10908","matea","Completed","Assessment","Yosemite National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive species","Low Threat","1","0","2017"
"4325","elena","Completed","Assessment","Redwood National and State Parks","Climate Change and Severe Weather","Droughts","Climate change","Data Deficient","1","1","2017"
"4325","elena","Completed","Assessment","Redwood National and State Parks","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2017"
"4325","elena","Completed","Assessment","Redwood National and State Parks","Natural System Modifications","Dams/ Water Management or Use","Water diversion","Data Deficient","1","1","2017"
"145583","thierry","Completed","Assessment","Morne Trois Pitons National Park","Geological Events","Volcanoes","Volcanic eruption","Very Low Threat","1","1","2017"
"145583","thierry","Completed","Assessment","Morne Trois Pitons National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","Very High Threat","1","1","2017"
"902481","elena","In Progress","Assessment","Islands and Protected Areas of the Gulf of California","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"902481","elena","In Progress","Assessment","Islands and Protected Areas of the Gulf of California","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","1","2017"
"145583","thierry","Completed","Assessment","Morne Trois Pitons National Park","Other","Other","Geothermal exploration and development","High Threat","0","1","2017"
"478640","elena","In Progress","Assessment","Hierapolis-Pamukkale","Geological Events","Earthquakes/ Tsunamis","Earthquakes","Low Threat","1","0","2017"
"168241","tilman","Completed","Assessment","Golden Mountains of Altai","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2017"
"10902","tilman","Completed","Assessment","Wood Buffalo National Park","Natural System Modifications","Dams/ Water Management or Use","Approval of additional dams on the Peace River and possibly other rivers","High Threat","0","1","2017"
"10745","elena","In Progress","Assessment","Manas Wildlife Sanctuary","Natural System Modifications","Dams/ Water Management or Use","Hydro-electric projects","High Threat","1","1","2017"
"903139","elenaperez","Completed","Assessment","Surtsey","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive alien species","Low Threat","1","1","2017"
"10745","elena","In Progress","Assessment","Manas Wildlife Sanctuary","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism development","Low Threat","1","1","2017"
"93295","elizabeth","Completed","Assessment","Waterton-Glacier International Peace Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive terrestrial vegetation species","Low Threat","1","1","2017"
"220293","elena","In Progress","Assessment","Gunung Mulu National Park","Pollution","Agricultural/ Forestry Effluents","Potential for siltation from upstream logging and roading","Data Deficient","1","1","2017"
"2013","mel","Completed","Assessment","Yellowstone National Park","Geological Events","Earthquakes/ Tsunamis","Earthquakes","Low Threat","1","1","2017"
"2013","mel","Completed","Assessment","Yellowstone National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","Low Threat","1","1","2017"
"555577557","elena","In Progress","Assessment","Great Himalayan National Park Conservation Area","Natural System Modifications","Dams/ Water Management or Use","Hydroelectric developments in the buffer zone","Very Low Threat","0","1","2017"
"10902","tilman","Completed","Assessment","Wood Buffalo National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Cattle and bison farming interests pressing for elimination of potential sources of bovine brucellosis and tuberculosis through attempting to depopulate the Wood Buffalo bison herd prior to attempting to repopulate the area with disease-free animals.","Low Threat","0","1","2017"
"10744","elena","In Progress","Assessment","Kaziranga National Park","Social/ Cultural Changes","Identity/ Social Cohesion/ Changes in local population and community","Changing demographic and economic profile and alienation","Low Threat","0","1","2017"
"903139","elenaperez","Completed","Assessment","Surtsey","Other","Other","Man-made infrastructures on the island","Very Low Threat","1","0","2017"
"903139","elenaperez","Completed","Assessment","Surtsey","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","Data Deficient","1","1","2017"
"903139","elenaperez","Completed","Assessment","Surtsey","Geological Events","Volcanoes","Volcanic eruption","Very Low Threat","1","1","2017"
"93295","elizabeth","Completed","Assessment","Waterton-Glacier International Peace Park","Transportation and Service Corridors","Roads/ Railroads","Roads and rail corridors","Low Threat","1","1","2017"
"10905","elena","In Progress","Assessment","Chitwan National Park","Climate Change and Severe Weather","Temperature extremes","Climate Change & Severe weather events","Data Deficient","1","0","2017"
"903129","elena","In Progress","Assessment","Ecosystem and Relict Cultural Landscape of Lopé-Okanda","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Une espèce animale envahissante","High Threat","1","0","2017"
"10905","elena","In Progress","Assessment","Chitwan National Park","Transportation and Service Corridors","Roads/ Railroads","Road / Railroad","Very High Threat","1","0","2017"
"93295","elizabeth","Completed","Assessment","Waterton-Glacier International Peace Park","Residential and Commercial Development","Tourism/ Recreation Areas","Increasing visitation and tourism infrastructure development","Low Threat","1","0","2017"
"10905","elena","In Progress","Assessment","Chitwan National Park","Agriculture and Aquaculture","Crops","Agricultural production","Low Threat","0","1","2017"
"10905","elena","In Progress","Assessment","Chitwan National Park","Natural System Modifications","Fire/ Fire Suppression","Fire","High Threat","0","1","2017"
"10905","elena","In Progress","Assessment","Chitwan National Park","Transportation and Service Corridors","Utility / Service Lines","Expansion of electricity infrastructure","Low Threat","1","0","2017"
"10905","elena","In Progress","Assessment","Chitwan National Park","Geological Events","Earthquakes/ Tsunamis","Earthquakes","Data Deficient","1","0","2017"
"5002","tilman","In Progress","Assessment","Río Plátano Biosphere Reserve","Energy Production and Mining","Renewable Energy","Additional dam construction","Data Deficient","0","1","2017"
"2015","elenaperez","Completed","Assessment","Natural and Cultural Heritage of the Ohrid region","Residential and Commercial Development","Tourism/ Recreation Areas","Plans for construction of tourism infrastructure","High Threat","1","0","2017"
"2015","elenaperez","Completed","Assessment","Natural and Cultural Heritage of the Ohrid region","Other","Other","Plans for construction of Galicica ski centre","Very High Threat","1","0","2017"
"2015","elenaperez","Completed","Assessment","Natural and Cultural Heritage of the Ohrid region","Residential and Commercial Development","Tourism/ Recreation Areas","Plans for construction of Galicica ski centre","Very High Threat","1","0","2017"
"2015","elenaperez","Completed","Assessment","Natural and Cultural Heritage of the Ohrid region","Transportation and Service Corridors","Roads/ Railroads","Railway planned from Struga to the Albanian border","Low Threat","1","0","2017"
"2015","elenaperez","Completed","Assessment","Natural and Cultural Heritage of the Ohrid region","Transportation and Service Corridors","Roads/ Railroads","Highway A2 planned from Trebenište to Struga","Low Threat","1","0","2017"
"903129","elena","In Progress","Assessment","Ecosystem and Relict Cultural Landscape of Lopé-Okanda","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Modification du régime pluviométrique","Low Threat","1","1","2017"
"903129","elena","In Progress","Assessment","Ecosystem and Relict Cultural Landscape of Lopé-Okanda","Transportation and Service Corridors","Roads/ Railroads","Construction d'une nouvelle ligne de chemin de fer","High Threat","1","1","2017"
"903129","elena","In Progress","Assessment","Ecosystem and Relict Cultural Landscape of Lopé-Okanda","Transportation and Service Corridors","Roads/ Railroads","Amélioration de la route qui traverse le site","Low Threat","1","1","2017"
"2004","mel","Completed","Assessment","Dinosaur Provincial Park","Human Intrusions and Disturbance","Other Activities","High Impact Research","Very Low Threat","1","0","2017"
"2018","matea","Completed","Assessment","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Reduction in Permafrost","High Threat","1","0","2017"
"900008","elena","In Progress","Assessment","Isole Eolie (Aeolian Islands)","Transportation and Service Corridors","Shipping Lanes","Proposed enlargement of the Lipari port","Data Deficient","0","1","2017"
"10744","elena","In Progress","Assessment","Kaziranga National Park","Energy Production and Mining","Mining/ Quarrying","Stone quarrying","Data Deficient","0","1","2017"
"10744","elena","In Progress","Assessment","Kaziranga National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Fishing on the edges of the park","Low Threat","0","1","2017"
"10744","elena","In Progress","Assessment","Kaziranga National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism pressure","Low Threat","1","0","2017"
"10744","elena","In Progress","Assessment","Kaziranga National Park","Geological Events","Erosion and Siltation/ Deposition","River bank erosion","High Threat","1","0","2017"
"2004","mel","Completed","Assessment","Dinosaur Provincial Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Domestic Grazing","Very Low Threat","1","1","2017"
"220293","elena","In Progress","Assessment","Gunung Mulu National Park","Geological Events","Avalanches/ Landslides","Potential for natural landslides and rock fall","Very Low Threat","1","0","2017"
"124389","elena","In Progress","Assessment","Okapi Wildlife Reserve","Agriculture and Aquaculture","Forestry/ Wood production","Front of illegal artisanal logging moving closer to the site boundaries as a result of the RN4 rehabilitation.","Low Threat","0","1","2017"
"2554","tilman","In Progress","Assessment","Darién National Park","Transportation and Service Corridors","Roads/ Railroads","Proposed extension of the Inter-American Highway","High Threat","1","1","2017"
"2554","tilman","In Progress","Assessment","Darién National Park","Transportation and Service Corridors","Utility / Service Lines","Electricity line connection with Colombia","High Threat","1","1","2017"
"5001","elena","In Progress","Assessment","Lord Howe Island Group","Energy Production and Mining","Renewable Energy","Proposal for wind generators","Very Low Threat","0","0","2017"
"5001","elena","In Progress","Assessment","Lord Howe Island Group","Transportation and Service Corridors","Flight Paths","Future need to extend runway","High Threat","1","0","2017"
"2570","tilman","In Progress","Assessment","Los Glaciares National Park","Natural System Modifications","Dams/ Water Management or Use","Dam construction","Low Threat","0","0","2017"
"2570","tilman","In Progress","Assessment","Los Glaciares National Park","Residential and Commercial Development","Housing/ Urban Areas","Housing development around El Chalten and in the buffer zone","Very Low Threat","1","1","2017"
"17760","tilman","Completed","Assessment","Manú National Park","Climate Change and Severe Weather","Temperature extremes","Anticipated climate change","High Threat","1","1","2017"
"198302","mizuki","Completed","Review","iSimangaliso Wetland Park","Transportation and Service Corridors","Shipping Lanes","Pollution - marine and coastal","Low Threat","1","1","2017"
"198302","mizuki","Completed","Review","iSimangaliso Wetland Park","Pollution","Water Pollution","Pollution - marine and coastal","Low Threat","1","1","2017"
"198302","mizuki","Completed","Review","iSimangaliso Wetland Park","Climate Change and Severe Weather","Droughts","Climate change","Data Deficient","1","1","2017"
"198302","mizuki","Completed","Review","iSimangaliso Wetland Park","Climate Change and Severe Weather","Storms/Flooding","Climate change","Data Deficient","1","1","2017"
"198302","mizuki","Completed","Review","iSimangaliso Wetland Park","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2017"
"902483","mizuki","Completed","Review","Vredefort Dome","Human Intrusions and Disturbance","Other Activities","Damage to sites or theft of geological samples/features","Low Threat","1","1","2017"
"17760","tilman","Completed","Assessment","Manú National Park","Agriculture and Aquaculture","Crops","Advancing agricultural frontier","Low Threat","1","1","2017"
"16793","elena","In Progress","Assessment","Nanda Devi and Valley of Flowers National Parks","Transportation and Service Corridors","Roads/ Railroads","Road construction","Low Threat","1","1","2017"
"67732","elena","In Progress","Assessment","Jiuzhaigou Valley Scenic and Historic Interest Area","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","Low Threat","1","0","2017"
"67732","elena","In Progress","Assessment","Jiuzhaigou Valley Scenic and Historic Interest Area","Geological Events","Earthquakes/ Tsunamis","Earthquykes","Low Threat","1","1","2017"
"67731","elena","In Progress","Assessment","Wulingyuan Scenic and Historic Interest Area","Other","Other",".","Data Deficient","1","0","2017"
"220297","tilman","Completed","Assessment","Pantanal Conservation Complex","Climate Change and Severe Weather","Temperature extremes","Alteration of the complex wetland system","Data Deficient","1","1","2017"
"220297","tilman","Completed","Assessment","Pantanal Conservation Complex","Climate Change and Severe Weather","Droughts","Alteration of the complex wetland system","Data Deficient","1","1","2017"
"220297","tilman","Completed","Assessment","Pantanal Conservation Complex","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Alteration of the complex wetland system","Data Deficient","1","1","2017"
"16793","elena","In Progress","Assessment","Nanda Devi and Valley of Flowers National Parks","Natural System Modifications","Dams/ Water Management or Use","Hydropower development","Very High Threat","0","1","2017"
"5000","tilman","In Progress","Assessment","Tasmanian Wilderness","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"5000","tilman","In Progress","Assessment","Tasmanian Wilderness","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","European Fox","High Threat","1","0","2017"
"5000","tilman","In Progress","Assessment","Tasmanian Wilderness","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Myrtle rust","Very Low Threat","1","0","2017"
"900881","tilman","In Progress","Assessment","Three Parallel Rivers of Yunnan Protected Areas","Natural System Modifications","Dams/ Water Management or Use","Further dam development","Very High Threat","0","1","2017"
"900881","tilman","In Progress","Assessment","Three Parallel Rivers of Yunnan Protected Areas","Energy Production and Mining","Renewable Energy","Further dam development","Very High Threat","0","1","2017"
"900881","tilman","In Progress","Assessment","Three Parallel Rivers of Yunnan Protected Areas","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","0","2017"
"197","tilman","In Progress","Assessment","Tikal National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"197","tilman","In Progress","Assessment","Tikal National Park","Transportation and Service Corridors","Roads/ Railroads","Road construction","Low Threat","1","1","2017"
"93291","destry","Completed","Assessment","Carlsbad Caverns National Park","Energy Production and Mining","Oil/ Gas exploration/development","Oil and gas development","High Threat","0","1","2017"
"93291","destry","Completed","Assessment","Carlsbad Caverns National Park","Agriculture and Aquaculture","Crops","Agricultural activities which lower water table","Low Threat","0","1","2017"
"2579","destry","Completed","Assessment","Olympic National Park","Other","Other","Contaminants from  Highway 101 draining into adjacent park waters","High Threat","1","0","2017"
"2579","destry","Completed","Assessment","Olympic National Park","Residential and Commercial Development","Housing/ Urban Areas","Urban pressures","Low Threat","1","1","2017"
"2579","destry","Completed","Assessment","Olympic National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Commercial Development","Low Threat","1","1","2017"
"2579","destry","Completed","Assessment","Olympic National Park","Transportation and Service Corridors","Shipping Lanes","Off shore oil spills","Low Threat","0","1","2017"
"2579","destry","Completed","Assessment","Olympic National Park","Other","Other","Off shore fish farms","Low Threat","0","0","2017"
"555622043","tilman","Completed","Assessment","Khangchendzonga National Park","Climate Change and Severe Weather","Temperature extremes","Changing temperature and related precipitation regimes","High Threat","1","1","2017"
"2005","chuckblyth","Completed","Assessment","Nahanni National Park","Energy Production and Mining","Mining/ Quarrying","Future industrial mining and associated roads","Very High Threat","0","1","2017"
"903140","elenaperez","Completed","Assessment","Swiss Tectonic Arena Sardona","Residential and Commercial Development","Tourism/ Recreation Areas","Large scale tourism development","Very Low Threat","1","1","2017"
"555556047","elena","In Progress","Assessment","Mount Etna","Natural System Modifications","Fire/ Fire Suppression","Fires","Low Threat","1","1","2017"
"555556047","elena","In Progress","Assessment","Mount Etna","Residential and Commercial Development","Tourism/ Recreation Areas","Tourism infrastructure development","Very Low Threat","1","1","2017"
"903130","elena","Completed","Assessment","Jeju Volcanic Island and Lava Tubes","Geological Events","Volcanoes","Dormant volcano","Very Low Threat","1","1","2017"
"903130","elena","Completed","Assessment","Jeju Volcanic Island and Lava Tubes","Natural System Modifications","Dams/ Water Management or Use","Changes in ground water","Low Threat","1","1","2017"
"93292","juraj","Completed","Assessment","Caves of Aggtelek Karst and Slovak Karst","Other","Other","Surface activities","Low Threat","1","1","2017"
"93292","juraj","Completed","Assessment","Caves of Aggtelek Karst and Slovak Karst","Transportation and Service Corridors","Utility / Service Lines","Transport of energy & resources","Low Threat","0","1","2017"
"4327","elena","In Progress","Assessment","Garamba National Park","Energy Production and Mining","Mining/ Quarrying","Gold panning spreading into the park","Low Threat","0","1","2017"
"2005","chuckblyth","Completed","Assessment","Nahanni National Park","Climate Change and Severe Weather","Temperature extremes","Permafrost thawing","Low Threat","1","1","2017"
"555577557","elena","In Progress","Assessment","Great Himalayan National Park Conservation Area","Agriculture and Aquaculture","Crop production","Pressure from human activities","Low Threat","1","1","2017"
"555577557","elena","In Progress","Assessment","Great Himalayan National Park Conservation Area","Agriculture and Aquaculture","Livestock Farming / Grazing","Pressure from human activities","Low Threat","1","1","2017"
"555577557","elena","In Progress","Assessment","Great Himalayan National Park Conservation Area","Biological Resource Use","Logging/ Wood Harvesting","Pressure from human activities","Low Threat","1","1","2017"
"555577557","elena","In Progress","Assessment","Great Himalayan National Park Conservation Area","Biological Resource Use","Hunting (commercial/subsistence)","Pressure from human activities","Low Threat","1","1","2017"
"9623","paula","In Progress","Assessment","Historic Sanctuary of Machu Picchu","Residential and Commercial Development","Commercial/ Industrial Areas","Building of tourism infrastructure along railroad between Machu Picchu and the Hydroelectric Plant","Very High Threat","0","1","2017"
"9623","paula","In Progress","Assessment","Historic Sanctuary of Machu Picchu","Residential and Commercial Development","Tourism/ Recreation Areas","Building of tourism infrastructure along railroad between Machu Picchu and the Hydroelectric Plant","Very High Threat","0","1","2017"
"26653","mizuki","Completed","Assessment","Tsingy de Bemaraha Strict Nature Reserve","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Habitat shifting","Data Deficient","0","0","2017"
"26653","mizuki","Completed","Assessment","Tsingy de Bemaraha Strict Nature Reserve","Climate Change and Severe Weather","Droughts","Changes to rainfall patterns","Data Deficient","0","0","2017"
"26653","mizuki","Completed","Assessment","Tsingy de Bemaraha Strict Nature Reserve","Climate Change and Severe Weather","Temperature extremes","Temperature changes","Data Deficient","0","0","2017"
"26653","mizuki","Completed","Assessment","Tsingy de Bemaraha Strict Nature Reserve","Energy Production and Mining","Oil/ Gas exploration/development","Oil and gas","Data Deficient","0","0","2017"
"26653","mizuki","Completed","Assessment","Tsingy de Bemaraha Strict Nature Reserve","Human Intrusions and Disturbance","Other Activities","Selective logging of native tree species","Low Threat","1","1","2017"
"555622045","naomi","Completed","Assessment","Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park","Residential and Commercial Development","Commercial/ Industrial Areas","Spread of coastal development","Low Threat","0","1","2017"
"902480","naomi","Completed","Assessment","Dong Phayayen-Khao Yai Forest Complex","Natural System Modifications","Dams/ Water Management or Use","Impacts from potential dam construction","High Threat","1","0","2017"
"2577","destry","Completed","Assessment","Mammoth Cave National Park","Residential and Commercial Development","Commercial/ Industrial Areas","Neighbouring industrial developments","Low Threat","1","1","2017"
"198301","carlo","In Progress","Assessment","Western Caucasus","Residential and Commercial Development","Tourism/ Recreation Areas","Planned development of tourism and mountain skiing facilities with associated infrastructure on Lagonaki Plateau","Very High Threat","1","0","2017"
"198301","carlo","In Progress","Assessment","Western Caucasus","Transportation and Service Corridors","Roads/ Railroads","Planned road construction inside reserve to area near “Biosphere Centre” recreational facility","High Threat","1","1","2017"
"198301","carlo","In Progress","Assessment","Western Caucasus","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Increase of tourism and use pressure","Low Threat","1","0","2017"
"2018","matea","Completed","Assessment","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Pollution","Air Pollution","Air Pollution","Low Threat","0","1","2017"
"9632","destry","Completed","Assessment","Great Smoky Mountains National Park","Other","Other","Didymo","Low Threat","0","1","2017"
"145579","elena","In Progress","Assessment","Macquarie Island","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","High Threat","1","0","2017"
"145579","elena","In Progress","Assessment","Macquarie Island","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","0","2017"
"145579","elena","In Progress","Assessment","Macquarie Island","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","0","2017"
"145579","elena","In Progress","Assessment","Macquarie Island","Other","Other","Oil spills","Low Threat","1","0","2017"
"145579","elena","In Progress","Assessment","Macquarie Island","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","New invasive species","Low Threat","1","0","2017"
"902347","mizuki","Completed","Review","Cape Floral Region Protected Areas","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"902347","mizuki","Completed","Review","Cape Floral Region Protected Areas","Residential and Commercial Development","Housing/ Urban Areas","Residential and Commercial Development","High Threat","0","1","2017"
"145586","mizuki","Completed","Review","Lake Turkana National Parks","Energy Production and Mining","Oil/ Gas exploration/development","Oil exploration and development","High Threat","0","1","2017"
"145586","mizuki","Completed","Review","Lake Turkana National Parks","Residential and Commercial Development","Commercial/ Industrial Areas","Regional infrastructure","High Threat","0","1","2017"
"145586","mizuki","Completed","Review","Lake Turkana National Parks","Energy Production and Mining","Renewable Energy","Wind turbines and transmission lines","Data Deficient","0","1","2017"
"68916","elena","In Progress","Assessment","Yakushima","Geological Events","Earthquakes/ Tsunamis","Earthquakes are a feature of the region.","Low Threat","1","0","2017"
"2006","mizuki","Completed","Review","Simien National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","High Threat","1","1","2017"
"902483","mizuki","Completed","Review","Vredefort Dome","Energy Production and Mining","Mining/ Quarrying","Potential for quarrying or mining on private lands","Low Threat","1","1","2017"
"61608","mizuki","Completed","Review","Rwenzori Mountains National Park","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Insurgency and security issues","Low Threat","1","0","2017"
"61608","mizuki","Completed","Review","Rwenzori Mountains National Park","Energy Production and Mining","Mining/ Quarrying","Subterranean copper mines","Data Deficient","1","1","2017"
"5004","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Climate Change and Severe Weather","Temperature extremes","Temperature extremes","High Threat","1","1","2017"
"5004","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Transportation and Service Corridors","Shipping Lanes","Chemical and oil spills and collisions","High Threat","0","1","2017"
"5004","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Sea level rise","High Threat","1","1","2017"
"5004","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Climate Change and Severe Weather","Storms/Flooding","Cyclones and coastal flooding","High Threat","1","1","2017"
"5004","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Introduction of non-native species","High Threat","1","0","2017"
"67725","naomi","Completed","Assessment","Komodo National Park","Climate Change and Severe Weather","Temperature extremes","Coral bleaching","High Threat","1","1","2017"
"67725","naomi","Completed","Assessment","Komodo National Park","Climate Change and Severe Weather","Ocean acidification","Coral bleaching","High Threat","1","1","2017"
"67725","naomi","Completed","Assessment","Komodo National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Coral bleaching","High Threat","1","1","2017"
"145576","elena","In Progress","Assessment","Heard and McDonald Islands","Geological Events","Volcanoes","Episodic eruptions","Data Deficient","1","0","2017"
"220293","elena","In Progress","Assessment","Gunung Mulu National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Potential for increased tourism impacts","Data Deficient","1","0","2017"
"61610","tilman","Completed","Assessment","Los Katios National Park","Transportation and Service Corridors","Utility / Service Lines","Longstanding concerns about the impacts of major road and energy transmission infrastructure on both sides of the international border.","High Threat","1","1","2017"
"61610","tilman","Completed","Assessment","Los Katios National Park","Transportation and Service Corridors","Roads/ Railroads","Longstanding concerns about the impacts of major road and energy transmission infrastructure on both sides of the international border.","High Threat","1","1","2017"
"10746","elena","In Progress","Assessment","Keoladeo National Park","Transportation and Service Corridors","Roads/ Railroads","National Highway","Very Low Threat","1","0","2017"
"10746","elena","In Progress","Assessment","Keoladeo National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","New potential invasive species","High Threat","1","0","2017"
"2579","destry","Completed","Assessment","Olympic National Park","Transportation and Service Corridors","Roads/ Railroads","Heavy flooding due to extreme weather","High Threat","1","0","2017"
"5004","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Climate Change and Severe Weather","Ocean acidification","Ocean acdification","High Threat","1","1","2017"
"145586","mizuki","Completed","Review","Lake Turkana National Parks","Natural System Modifications","Dams/ Water Management or Use","Upstream water use","Very High Threat","0","1","2017"
"2571","naomi","In Progress","Assessment","Great Barrier Reef","Climate Change and Severe Weather","Temperature extremes","Increased climate change","Very High Threat","1","1","2017"
"2571","naomi","In Progress","Assessment","Great Barrier Reef","Residential and Commercial Development","Commercial/ Industrial Areas","Increased port activity and shipping and port infrastructure development","Very High Threat","1","1","2017"
"2013","mel","Completed","Assessment","Yellowstone National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Park Development and Overuse","Very Low Threat","1","0","2017"
"900628","elena","In Progress","Assessment","Alejandro de Humboldt National Park","Energy Production and Mining","Mining/ Quarrying","Commercial mining","High Threat","1","1","2017"
"12896","mizuki","Completed","Review","Henderson Island","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Impacts of invasive species on avifauna, flora and invertebrate fauna (further)","High Threat","1","0","2017"
"555542338","elena","In Progress","Assessment","Ningaloo Coast","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Expanded military activity","Low Threat","1","0","2017"
"220293","elena","In Progress","Assessment","Gunung Mulu National Park","Natural System Modifications","Dams/ Water Management or Use","Proposed dam construction on Tutoh River","Low Threat","1","1","2017"
"220293","elena","In Progress","Assessment","Gunung Mulu National Park","Transportation and Service Corridors","Roads/ Railroads","Potential for expansion of roads to service forestry, mining, hydro development","Data Deficient","0","1","2017"
"5004","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive bird species","Low Threat","1","1","2017"
"17760","tilman","Completed","Assessment","Manú National Park","Energy Production and Mining","Oil/ Gas exploration/development","Gas exploration in the vicinity of the site","High Threat","0","1","2017"
"903137","elena","In Progress","Assessment","Saryarka – Steppe and Lakes of Northern Kazakhstan","Climate Change and Severe Weather","Temperature extremes","Climate change","Low Threat","1","1","2017"
"220294","alistair","Completed","Assessment","Greater Blue Mountains Area","Residential and Commercial Development","Housing/ Urban Areas","Urban spread","High Threat","1","0","2017"
"26652","bruce","In Progress","Assessment","Te Wahipounamu – South West New Zealand","Residential and Commercial Development","Tourism/ Recreation Areas","Tourism infrastructure development","High Threat","1","1","2017"
"198297","elena","In Progress","Assessment","Desembarco del Granma National Park","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","1","2017"
"198297","elena","In Progress","Assessment","Desembarco del Granma National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"67725","naomi","Completed","Assessment","Komodo National Park","Natural System Modifications","Fire/ Fire Suppression","Fire","Low Threat","1","1","2017"
"198297","elena","In Progress","Assessment","Desembarco del Granma National Park","Climate Change and Severe Weather","Storms/Flooding","Extreme weather events","Low Threat","1","1","2017"
"198297","elena","In Progress","Assessment","Desembarco del Granma National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism/recreation","Low Threat","1","0","2017"
"2006","mizuki","Completed","Review","Simien National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Tourism and its impact on water use and waste management","Low Threat","0","1","2017"
"555577556","elena","In Progress","Assessment","Stevns Klint","Climate Change and Severe Weather","Temperature extremes","Increasing sea-levels","Very Low Threat","1","1","2017"
"2006","mizuki","Completed","Review","Simien National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Poorly planned and managed tourism, including infrastructure.","Low Threat","1","1","2017"
"2006","mizuki","Completed","Review","Simien National Park","Human Intrusions and Disturbance","Other Activities","Human population increase","Very High Threat","1","0","2017"
