"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","rating","inside_site","outside_site","assessment_version_id","assessment_cycle"
"168241","tilman","Completed","Assessment","Golden Mountains of Altai","Biological Resource Use","Other Biological Resource Use","High Threat","1","1","7274","2017"
"4325","elena","Completed","Assessment","Redwood National and State Parks","Natural System Modifications","Other Ecosystem Modifications","High Threat","1","1","7268","2017"
"198294","elenaperez","Completed","Assessment","Miguasha National Park","Geological Events","Erosion and Siltation/ Deposition","Low Threat","1","0","7240","2017"
"26649","elena","In Progress","Assessment","Tongariro National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","0","7462","2017"
"2572","elena","Completed","Assessment","Kakadu National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","7455","2017"
"2572","elena","Completed","Assessment","Kakadu National Park","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","7455","2017"
"2572","elena","Completed","Assessment","Kakadu National Park","Energy Production and Mining","Mining/ Quarrying","High Threat","1","1","7455","2017"
"2572","elena","Completed","Assessment","Kakadu National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","1","7455","2017"
"2577","destry","Completed","Assessment","Mammoth Cave National Park","Climate Change and Severe Weather","Storms/Flooding","High Threat","1","1","7329","2017"
"26649","elena","In Progress","Assessment","Tongariro National Park","Geological Events","Volcanoes","Low Threat","1","1","7462","2017"
"198291","tilman","Completed","Assessment","Península Valdés","Other","Other","High Threat","1","1","7364","2017"
"61612","elenaperez","Completed","Assessment","Canaima National Park","Transportation and Service Corridors","Utility / Service Lines","High Threat","1","1","7292","2017"
"61612","elenaperez","Completed","Assessment","Canaima National Park","Natural System Modifications","Fire/ Fire Suppression","Very High Threat","1","1","7292","2017"
"2017","elena","Completed","Assessment","Virunga National Park","Geological Events","Volcanoes","Low Threat","1","0","7229","2017"
"61612","elenaperez","Completed","Assessment","Canaima National Park","Energy Production and Mining","Mining/ Quarrying","Very High Threat","1","1","7292","2017"
"198291","tilman","Completed","Assessment","Península Valdés","Pollution","Household Sewage/ Urban Waste Water","Data Deficient","1","0","7364","2017"
"198291","tilman","Completed","Assessment","Península Valdés","Pollution","Industrial/ Military Effluents","Data Deficient","1","0","7364","2017"
"198291","tilman","Completed","Assessment","Península Valdés","Pollution","Water Pollution","Data Deficient","1","0","7364","2017"
"2017","elena","Completed","Assessment","Virunga National Park","Biological Resource Use","Hunting (commercial/subsistence)","Very High Threat","1","0","7229","2017"
"2017","elena","Completed","Assessment","Virunga National Park","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","High Threat","1","1","7229","2017"
"900631","elenaperez","Completed","Assessment","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","7181","2017"
"900631","elenaperez","Completed","Assessment","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","Other","Other","High Threat","1","0","7181","2017"
"168239","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","7156","2017"
"168239","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","0","7156","2017"
"198291","tilman","Completed","Assessment","Península Valdés","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","1","1","7364","2017"
"17758","elena","Completed","Assessment","Dja Faunal Reserve","Biological Resource Use","Poaching","High Threat","1","1","7456","2017"
"198291","tilman","Completed","Assessment","Península Valdés","Other","Other","High Threat","1","0","7364","2017"
"17758","elena","Completed","Assessment","Dja Faunal Reserve","Biological Resource Use","Hunting (commercial/subsistence)","Low Threat","1","1","7456","2017"
"198291","tilman","Completed","Assessment","Península Valdés","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","0","1","7364","2017"
"17758","elena","Completed","Assessment","Dja Faunal Reserve","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","7456","2017"
"555622040","elenaperez","Completed","Assessment","Western Tien-Shan","Biological Resource Use","Other Biological Resource Use","Low Threat","1","1","6975","2017"
"478642","elena","Completed","Assessment","High Coast / Kvarken Archipelago","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","0","1","7460","2017"
"5005","tilman","Completed","Assessment","Selous Game Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","1","7201","2017"
"478642","elena","Completed","Assessment","High Coast / Kvarken Archipelago","Pollution","Water Pollution","High Threat","0","1","7460","2017"
"67730","elena","In Progress","Assessment","Fraser Island","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","7467","2017"
"478642","elena","Completed","Assessment","High Coast / Kvarken Archipelago","Pollution","Water Pollution","High Threat","0","1","7460","2017"
"555622040","elenaperez","Completed","Assessment","Western Tien-Shan","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","6975","2017"
"555622040","elenaperez","Completed","Assessment","Western Tien-Shan","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","6975","2017"
"198300","elenaperez","Completed","Assessment","Laurisilva of Madeira","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","7264","2017"
"478642","elena","Completed","Assessment","High Coast / Kvarken Archipelago","Pollution","Solid Waste","High Threat","1","1","7460","2017"
"478642","elena","Completed","Assessment","High Coast / Kvarken Archipelago","Natural System Modifications","Other Ecosystem Modifications","High Threat","1","1","7460","2017"
"478642","elena","Completed","Assessment","High Coast / Kvarken Archipelago","Residential and Commercial Development","Housing/ Urban Areas","Very Low Threat","1","0","7460","2017"
"26649","elena","In Progress","Assessment","Tongariro National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","7462","2017"
"10904","mizuki","Completed","Review","Lake Malawi National Park","Biological Resource Use","Other Biological Resource Use","High Threat","1","1","7603","2017"
"5005","tilman","Completed","Assessment","Selous Game Reserve","Energy Production and Mining","Mining/ Quarrying","High Threat","1","1","7201","2017"
"67730","elena","In Progress","Assessment","Fraser Island","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","0","7467","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Low Threat","1","1","7475","2017"
"61604","elena","Completed","Assessment","Australian Fossil Mammal Sites (Riversleigh / Naracoorte)","Other","Other","High Threat","1","0","7166","2017"
"67730","elena","In Progress","Assessment","Fraser Island","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","7467","2017"
"67730","elena","In Progress","Assessment","Fraser Island","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","0","7467","2017"
"67730","elena","In Progress","Assessment","Fraser Island","Pollution","Solid Waste","Low Threat","1","0","7467","2017"
"67730","elena","In Progress","Assessment","Fraser Island","Pollution","Water Pollution","Low Threat","1","0","7467","2017"
"198300","elenaperez","Completed","Assessment","Laurisilva of Madeira","Biological Resource Use","Other Biological Resource Use","Low Threat","1","0","7264","2017"
"67730","elena","In Progress","Assessment","Fraser Island","Climate Change and Severe Weather","Temperature extremes","High Threat","1","1","7467","2017"
"902335","geoff","In Progress","Assessment","Tropical Rainforest Heritage of Sumatra","Biological Resource Use","Hunting (commercial/subsistence)","Very High Threat","1","1","7469","2017"
"902335","geoff","In Progress","Assessment","Tropical Rainforest Heritage of Sumatra","Biological Resource Use","Logging/ Wood Harvesting","Very High Threat","1","1","7469","2017"
"902335","geoff","In Progress","Assessment","Tropical Rainforest Heritage of Sumatra","Agriculture and Aquaculture","Crops","Very High Threat","1","0","7469","2017"
"555622040","elenaperez","Completed","Assessment","Western Tien-Shan","Pollution","Air Pollution","Low Threat","1","1","6975","2017"
"902335","geoff","In Progress","Assessment","Tropical Rainforest Heritage of Sumatra","Transportation and Service Corridors","Roads/ Railroads","Very High Threat","1","1","7469","2017"
"902335","geoff","In Progress","Assessment","Tropical Rainforest Heritage of Sumatra","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","0","7469","2017"
"12207","andrewcooper","Completed","Assessment","Giant's Causeway and Causeway Coast","Human Intrusions and Disturbance","Other Activities","Very Low Threat","1","0","7403","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Other","Other","Low Threat","0","1","7475","2017"
"2013","mel","Completed","Assessment","Yellowstone National Park","Natural System Modifications","Other Ecosystem Modifications","Low Threat","1","1","7280","2017"
"555547989","elena","Completed","Assessment","Chengjiang Fossil Site","Energy Production and Mining","Mining/ Quarrying","Very Low Threat","0","1","7471","2017"
"555547989","elena","Completed","Assessment","Chengjiang Fossil Site","Natural System Modifications","Other Ecosystem Modifications","Low Threat","1","0","7471","2017"
"555622040","elenaperez","Completed","Assessment","Western Tien-Shan","Geological Events","Avalanches/ Landslides","Low Threat","1","0","6975","2017"
"198303","elenaperez","Completed","Assessment","Ibiza: Biodiversity and Culture","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","1","7473","2017"
"61604","elena","Completed","Assessment","Australian Fossil Mammal Sites (Riversleigh / Naracoorte)","Pollution","Agricultural/ Forestry Effluents","Very Low Threat","1","1","7166","2017"
"61604","elena","Completed","Assessment","Australian Fossil Mammal Sites (Riversleigh / Naracoorte)","Human Intrusions and Disturbance","Other Activities","Very Low Threat","1","0","7166","2017"
"17758","elena","Completed","Assessment","Dja Faunal Reserve","Energy Production and Mining","Renewable Energy","Very High Threat","1","1","7456","2017"
"198303","elenaperez","Completed","Assessment","Ibiza: Biodiversity and Culture","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","7473","2017"
"198303","elenaperez","Completed","Assessment","Ibiza: Biodiversity and Culture","Pollution","Water Pollution","High Threat","1","1","7473","2017"
"198303","elenaperez","Completed","Assessment","Ibiza: Biodiversity and Culture","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","1","7473","2017"
"198303","elenaperez","Completed","Assessment","Ibiza: Biodiversity and Culture","Residential and Commercial Development","Tourism/ Recreation Areas","High Threat","0","1","7473","2017"
"198303","elenaperez","Completed","Assessment","Ibiza: Biodiversity and Culture","Pollution","Water Pollution","Data Deficient","1","1","7473","2017"
"198303","elenaperez","Completed","Assessment","Ibiza: Biodiversity and Culture","Pollution","Household Sewage/ Urban Waste Water","Very High Threat","1","1","7473","2017"
"555622040","elenaperez","Completed","Assessment","Western Tien-Shan","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","6975","2017"
"555622040","elenaperez","Completed","Assessment","Western Tien-Shan","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","1","6975","2017"
"4327","elenaperez","Completed","Assessment","Garamba National Park","Biological Resource Use","Hunting (commercial/subsistence)","Very High Threat","1","1","7340","2017"
"555512003","elena","Completed","Assessment","Putorana Plateau","Biological Resource Use","Poaching","Low Threat","1","1","7503","2017"
"555512003","elena","Completed","Assessment","Putorana Plateau","Biological Resource Use","Hunting (commercial/subsistence)","Low Threat","1","1","7503","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","0","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Agriculture and Aquaculture","Crops","Low Threat","0","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Agriculture and Aquaculture","Crops","Low Threat","0","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Biological Resource Use","Hunting (commercial/subsistence)","Low Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Agriculture and Aquaculture","Forestry/ Wood production","Low Threat","0","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Pollution","Solid Waste","Low Threat","1","1","7475","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Transportation and Service Corridors","Roads/ Railroads","Very High Threat","1","1","7487","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Transportation and Service Corridors","Roads/ Railroads","Low Threat","0","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","0","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Natural System Modifications","Dams/ Water Management or Use","Low Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Pollution","Water Pollution","High Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Natural System Modifications","Dams/ Water Management or Use","High Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Pollution","Household Sewage/ Urban Waste Water","Low Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Pollution","Agricultural/ Forestry Effluents","Low Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Transportation and Service Corridors","Utility / Service Lines","Data Deficient","0","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Biological Resource Use","Poaching","Low Threat","0","1","7475","2017"
"555512003","elena","Completed","Assessment","Putorana Plateau","Climate Change and Severe Weather","Temperature extremes","Data Deficient","1","1","7503","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Natural System Modifications","Dams/ Water Management or Use","Low Threat","0","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Natural System Modifications","Dams/ Water Management or Use","Low Threat","0","1","7475","2017"
"16792","elena","Completed","Assessment","Manovo-Gounda St Floris National Park","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","7477","2017"
"16792","elena","Completed","Assessment","Manovo-Gounda St Floris National Park","Agriculture and Aquaculture","Crops","High Threat","1","0","7477","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Pollution","Solid Waste","Low Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Social/ Cultural Changes","Identity/ Social Cohesion/ Changes in local population and community","Low Threat","1","1","7475","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","1","7484","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","7484","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Natural System Modifications","Other Ecosystem Modifications","High Threat","1","1","7484","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Pollution","Household Sewage/ Urban Waste Water","High Threat","1","1","7484","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","High Threat","1","1","7484","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Natural System Modifications","Dams/ Water Management or Use","High Threat","1","0","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Pollution","Agricultural/ Forestry Effluents","Low Threat","1","1","7475","2017"
"16792","elena","Completed","Assessment","Manovo-Gounda St Floris National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Very High Threat","1","1","7477","2017"
"5005","tilman","Completed","Assessment","Selous Game Reserve","Residential and Commercial Development","Tourism/ Recreation Areas","High Threat","1","0","7201","2017"
"5005","tilman","Completed","Assessment","Selous Game Reserve","Biological Resource Use","Hunting (commercial/subsistence)","Very High Threat","1","1","7201","2017"
"17759","mizuki","Completed","Review","Gros Morne National Park","Transportation and Service Corridors","Utility / Service Lines","Low Threat","1","1","7478","2017"
"17759","mizuki","Completed","Review","Gros Morne National Park","Transportation and Service Corridors","Utility / Service Lines","Data Deficient","0","1","7478","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Transportation and Service Corridors","Utility / Service Lines","Low Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Biological Resource Use","Hunting (commercial/subsistence)","High Threat","1","1","7487","2017"
"17759","mizuki","Completed","Review","Gros Morne National Park","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","0","1","7478","2017"
"17759","mizuki","Completed","Review","Gros Morne National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Data Deficient","1","0","7478","2017"
"9628","mizuki","Completed","Review","Vallée de Mai Nature Reserve","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Data Deficient","1","0","7482","2017"
"220295","elenaperez","Completed","Assessment","Noel Kempff Mercado National Park","Biological Resource Use","Other Biological Resource Use","High Threat","1","1","7607","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","High Threat","1","1","7479","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","7479","2017"
"9628","mizuki","Completed","Review","Vallée de Mai Nature Reserve","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","1","7482","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","0","7484","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","0","7484","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Pollution","Water Pollution","Low Threat","1","0","7479","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Pollution","Household Sewage/ Urban Waste Water","Low Threat","1","0","7479","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","0","7479","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","7479","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Climate Change and Severe Weather","Temperature extremes","Very High Threat","1","1","7479","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Human Intrusions and Disturbance","Other Activities","Low Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","7487","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Climate Change and Severe Weather","Droughts","Low Threat","1","1","7479","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","7479","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Biological Resource Use","Poaching","Low Threat","1","1","7479","2017"
"2008","elena","In Progress","Assessment","Bialowieza Forest","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","7481","2017"
"2008","elena","In Progress","Assessment","Bialowieza Forest","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","1","7481","2017"
"2008","elena","In Progress","Assessment","Bialowieza Forest","Biological Resource Use","Hunting (commercial/subsistence)","Low Threat","1","0","7481","2017"
"2008","elena","In Progress","Assessment","Bialowieza Forest","Natural System Modifications","Other Ecosystem Modifications","Low Threat","1","0","7481","2017"
"2008","elena","In Progress","Assessment","Bialowieza Forest","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","1","7481","2017"
"2008","elena","In Progress","Assessment","Bialowieza Forest","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","0","7481","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Geological Events","Erosion and Siltation/ Deposition","Low Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","0","7487","2017"
"902356","elena","In Progress","Assessment","Natural System of Wrangel Island Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","0","7495","2017"
"903137","elenaperez","Completed","Assessment","Saryarka – Steppe and Lakes of Northern Kazakhstan","Biological Resource Use","Hunting (commercial/subsistence)","High Threat","1","0","7363","2017"
"903137","elenaperez","Completed","Assessment","Saryarka – Steppe and Lakes of Northern Kazakhstan","Natural System Modifications","Other Ecosystem Modifications","High Threat","0","1","7363","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Pollution","Air Pollution","Very Low Threat","1","1","7475","2017"
"9612","tobias","Completed","Assessment","Srebarna Nature Reserve","Natural System Modifications","Dams/ Water Management or Use","High Threat","1","1","7475","2017"
"12207","andrewcooper","Completed","Assessment","Giant's Causeway and Causeway Coast","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","1","7403","2017"
"9628","mizuki","Completed","Review","Vallée de Mai Nature Reserve","Transportation and Service Corridors","Roads/ Railroads","Data Deficient","0","1","7482","2017"
"902356","elena","In Progress","Assessment","Natural System of Wrangel Island Reserve","Pollution","Solid Waste","Data Deficient","1","1","7495","2017"
"9628","mizuki","Completed","Review","Vallée de Mai Nature Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","7482","2017"
"9628","mizuki","Completed","Review","Vallée de Mai Nature Reserve","Biological Resource Use","Poaching","High Threat","1","1","7482","2017"
"9628","mizuki","Completed","Review","Vallée de Mai Nature Reserve","Human Intrusions and Disturbance","Other Activities","Data Deficient","1","0","7482","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Climate Change and Severe Weather","Temperature extremes","Low Threat","1","1","7484","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Residential and Commercial Development","Housing/ Urban Areas","Very Low Threat","1","1","7484","2017"
"17050","elena","In Progress","Assessment","Mount Taishan","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","1","7484","2017"
"67725","naomi","Completed","Assessment","Komodo National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","1","1","7361","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Geological Events","Avalanches/ Landslides","Low Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Agriculture and Aquaculture","Crops","High Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","0","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Residential and Commercial Development","Tourism/ Recreation Areas","High Threat","1","0","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Agriculture and Aquaculture","Crops","Very High Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Energy Production and Mining","Mining/ Quarrying","High Threat","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Energy Production and Mining","Renewable Energy","Low Threat","1","1","7487","2017"
"902356","elena","In Progress","Assessment","Natural System of Wrangel Island Reserve","Transportation and Service Corridors","Roads/ Railroads","Very Low Threat","1","1","7495","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Pollution","Agricultural/ Forestry Effluents","Data Deficient","1","1","7487","2017"
"16791","elena","In Progress","Assessment","Sinharaja Forest Reserve","Biological Resource Use","Other Biological Resource Use","Low Threat","1","1","7487","2017"
"902356","elena","In Progress","Assessment","Natural System of Wrangel Island Reserve","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","1","0","7495","2017"
"220295","elenaperez","Completed","Assessment","Noel Kempff Mercado National Park","Residential and Commercial Development","Housing/ Urban Areas","High Threat","1","1","7607","2017"
"555512000","elena","In Progress","Assessment","Central Highlands of Sri Lanka","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","7488","2017"
"555512000","elena","In Progress","Assessment","Central Highlands of Sri Lanka","Agriculture and Aquaculture","Crops","Low Threat","1","0","7488","2017"
"555512000","elena","In Progress","Assessment","Central Highlands of Sri Lanka","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","0","7488","2017"
"555512000","elena","In Progress","Assessment","Central Highlands of Sri Lanka","Energy Production and Mining","Mining/ Quarrying","Very Low Threat","1","0","7488","2017"
"555512000","elena","In Progress","Assessment","Central Highlands of Sri Lanka","Natural System Modifications","Other Ecosystem Modifications","High Threat","1","0","7488","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","1","7479","2017"
"198300","elenaperez","Completed","Assessment","Laurisilva of Madeira","Geological Events","Earthquakes/ Tsunamis","Low Threat","1","0","7264","2017"
"198300","elenaperez","Completed","Assessment","Laurisilva of Madeira","Geological Events","Avalanches/ Landslides","Low Threat","1","0","7264","2017"
"5004","mizuki","Completed","Review","Aldabra Atoll","Pollution","Solid Waste","Low Threat","1","1","7479","2017"
"555622045","remco","Completed","Review","Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","1","7489","2017"
"2580","remco","Completed","Assessment","Niokolo-Koba National Park","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","7491","2017"
"555622045","remco","Completed","Review","Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park","Climate Change and Severe Weather","Temperature extremes","High Threat","1","1","7489","2017"
"555622045","remco","Completed","Review","Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park","Transportation and Service Corridors","Shipping Lanes","Low Threat","1","1","7489","2017"
"555622045","remco","Completed","Review","Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park","Agriculture and Aquaculture","Marine/ Freshwater Aquaculture","Very Low Threat","1","1","7489","2017"
"555622045","remco","Completed","Review","Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","7489","2017"
"902356","elena","In Progress","Assessment","Natural System of Wrangel Island Reserve","Energy Production and Mining","Oil/ Gas exploration/development","High Threat","1","1","7495","2017"
"902356","elena","In Progress","Assessment","Natural System of Wrangel Island Reserve","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Very High Threat","1","0","7495","2017"
"2574","remco","Completed","Assessment","Mount Nimba Strict Nature Reserve","Biological Resource Use","Logging/ Wood Harvesting","Very High Threat","1","1","7215","2017"
"198300","elenaperez","Completed","Assessment","Laurisilva of Madeira","Natural System Modifications","Fire/ Fire Suppression","Very High Threat","1","1","7264","2017"
"198300","elenaperez","Completed","Assessment","Laurisilva of Madeira","Climate Change and Severe Weather","Temperature extremes","Low Threat","1","1","7264","2017"
"198300","elenaperez","Completed","Assessment","Laurisilva of Madeira","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","1","7264","2017"
"198300","elenaperez","Completed","Assessment","Laurisilva of Madeira","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","1","7264","2017"
